grain_type,initial_moisture_content,avg_internal_temp_c,days_since_fill,aeration_status,remaining_safe_storage_days
Barley,16.55,16.58,102,1,183
Rice,12.33,25.17,147,0,126
Barley,13.31,18.12,107,0,175
Wheat,13.11,21.79,48,0,196
Wheat,11.31,15.64,8,1,250
Corn,15.9,22.76,132,1,128
Wheat,16.59,27.22,55,1,161
Wheat,17.17,24.55,141,0,129
Wheat,16.45,28.99,56,0,159
Corn,13.65,31.77,41,0,110
Corn,14.65,25.19,20,0,147
Corn,12.1,30.36,100,0,98
Barley,16.05,18.7,47,1,211
Wheat,15.04,30.83,6,0,196
Barley,14.15,30.13,8,0,183
Barley,13.07,24.2,141,0,132
Rice,17.79,29.72,115,0,66
Corn,14.93,18.3,28,0,139
Barley,13.59,31.1,93,1,186
Corn,15.04,18.42,102,0,113
Rice,15.26,23.5,119,0,111
Barley,13.3,24.16,9,1,238
Corn,12.99,34.86,122,0,80
Barley,12.13,15.87,148,1,193
Wheat,14.75,21.49,16,1,237
Corn,11.25,29.42,105,0,120
Rice,15.64,29.32,52,1,167
Barley,15.63,24.32,118,0,155
Corn,14.1,22.68,23,0,155
Corn,13.45,16.44,126,1,143
Barley,14.52,30.92,46,1,220
Wheat,14.25,22.51,52,0,189
Barley,16.5,24.98,164,0,124
Wheat,16.54,18.6,170,0,113
Corn,13.71,17.28,45,0,157
Corn,15.33,20.0,58,0,144
Wheat,11.39,24.76,21,1,246
Barley,12.22,28.75,62,0,204
Barley,11.29,21.42,172,0,151
Barley,16.47,17.48,81,0,190
Wheat,15.08,21.62,148,0,132
Corn,14.78,25.81,152,0,97
Corn,14.51,18.01,103,0,131
Wheat,13.18,25.55,158,0,124
Wheat,15.43,15.15,138,0,163
Wheat,11.47,20.66,60,1,209
Corn,14.79,24.09,158,0,79
Barley,13.77,21.92,155,0,165
Corn,15.18,15.13,175,0,70
Wheat,13.46,17.5,109,0,186
Wheat,12.61,15.62,146,0,177
Barley,17.12,31.19,112,1,184
Barley,11.01,16.71,162,1,238
Wheat,12.23,28.58,63,0,204
Barley,13.64,27.62,176,0,137
Corn,14.04,16.72,96,0,124
Barley,12.78,16.53,147,1,220
Rice,17.27,17.29,35,0,162
Corn,12.6,21.02,107,0,154
Wheat,12.94,21.05,75,1,179
Wheat,14.52,23.77,117,0,167
Barley,12.86,26.17,55,1,223
Wheat,13.7,16.02,114,1,212
Corn,14.34,25.29,23,0,140
Corn,16.08,32.36,170,1,64
Rice,11.31,15.58,21,0,183
Rice,14.74,33.43,172,1,106
Barley,12.7,22.44,51,0,225
Rice,16.05,32.85,108,1,105
Wheat,11.12,17.59,91,1,238
Rice,11.95,25.76,81,0,145
Wheat,13.31,18.17,11,1,233
Barley,14.22,18.69,174,1,191
Wheat,11.16,28.47,148,1,181
Wheat,11.29,25.21,172,1,158
Corn,12.89,23.81,81,0,112
Rice,16.35,15.74,102,1,155
Corn,11.28,34.62,24,1,127
Rice,16.44,21.74,155,0,96
Rice,16.88,20.75,154,0,96
Barley,13.26,19.47,27,0,243
Wheat,12.75,23.04,118,1,194
Wheat,12.03,18.38,118,0,179
Barley,15.03,17.54,104,0,202
Barley,12.6,34.03,36,1,194
Wheat,17.15,21.42,108,1,171
Barley,13.06,30.65,81,0,140
Wheat,11.44,22.92,123,1,196
Rice,12.17,15.78,62,1,220
Rice,13.51,27.01,90,0,123
Wheat,12.53,22.36,18,1,242
Corn,13.18,20.25,99,0,122
Corn,15.86,17.72,115,1,156
Rice,16.3,33.12,140,1,62
Wheat,17.41,32.8,172,0,86
Rice,11.56,31.64,143,0,114
Rice,13.5,15.38,117,1,203
Wheat,14.74,18.65,156,0,156
Wheat,13.6,34.02,83,1,161
Rice,17.27,15.11,159,1,143
Wheat,16.23,32.96,101,0,143
Wheat,15.03,15.09,69,0,191
Wheat,14.87,24.28,94,1,189
Wheat,12.84,30.15,119,0,119
Barley,17.68,18.35,170,1,158
Barley,14.69,26.45,159,0,146
Wheat,13.88,22.71,72,0,169
Corn,15.26,20.17,37,0,149
Rice,12.23,23.09,168,1,115
Rice,15.72,16.41,119,1,175
Barley,13.25,29.22,146,0,137
Corn,11.69,33.64,78,0,103
Barley,16.4,26.26,101,1,160
Corn,11.89,22.77,59,1,189
Corn,12.0,24.91,69,0,118
Barley,14.73,23.28,26,0,223
Barley,17.51,28.33,10,0,194
Rice,17.84,23.62,107,1,118
Rice,16.07,28.07,89,0,132
Corn,11.57,31.95,134,0,95
Corn,15.99,25.47,46,0,120
Wheat,14.24,27.58,79,0,170
Rice,11.31,31.75,59,0,150
Wheat,14.73,18.58,111,1,212
Barley,12.91,32.04,111,0,151
Rice,15.74,23.6,46,1,168
Barley,17.46,20.91,57,0,179
Barley,15.3,28.01,50,0,183
Barley,11.46,31.77,89,1,200
Wheat,13.44,24.25,164,1,163
Rice,15.84,23.08,44,0,142
Corn,13.55,27.95,34,1,158
Barley,13.07,28.25,79,1,216
Barley,14.44,21.34,103,0,178
Corn,16.57,17.79,134,0,95
Barley,11.58,29.12,71,0,230
Wheat,12.69,20.56,173,0,160
Corn,15.93,18.41,134,0,54
Barley,14.41,20.55,151,1,192
Wheat,11.38,16.41,142,1,202
Corn,13.01,21.14,7,0,189
Wheat,17.91,32.18,91,0,118
Wheat,15.77,20.47,47,1,217
Barley,16.93,29.11,151,1,168
Barley,17.2,29.94,95,0,166
Corn,17.93,30.87,150,0,27
Rice,11.45,29.22,101,1,159
Corn,17.36,34.16,113,1,76
Wheat,12.13,24.32,35,0,210
Barley,13.96,34.94,11,0,208
Wheat,11.47,32.15,54,0,168
Corn,11.83,21.95,21,0,148
Rice,12.79,32.8,100,0,135
Rice,14.63,30.68,94,1,141
Corn,11.12,19.0,135,0,109
Rice,14.14,15.09,52,1,220
Barley,16.11,18.6,7,0,216
Corn,11.2,21.69,29,0,156
Rice,17.39,22.75,33,0,169
Corn,11.39,31.91,104,0,125
Corn,11.07,15.93,52,1,200
Wheat,17.93,34.22,142,1,120
Barley,13.15,20.51,65,0,219
Corn,11.34,27.67,178,0,69
Rice,17.04,23.4,80,1,150
Corn,14.23,24.49,92,0,139
Rice,13.42,30.63,96,1,156
Corn,13.75,33.81,150,0,38
Rice,15.28,30.77,127,1,93
Rice,17.57,17.43,156,1,111
Barley,16.59,24.29,71,0,195
Rice,12.24,23.22,153,1,147
Rice,11.02,28.3,138,1,162
Corn,16.64,31.91,153,1,75
Wheat,11.74,17.88,64,1,250
Rice,12.16,20.72,136,1,173
Wheat,15.03,29.26,159,1,159
Barley,16.0,32.64,23,1,217
Wheat,12.08,31.01,133,0,142
Rice,11.11,19.19,127,0,153
Corn,17.05,32.51,142,0,69
Rice,11.68,21.34,133,0,144
Rice,11.69,21.41,166,0,75
Rice,16.79,27.35,63,0,134
Rice,13.37,25.8,93,1,173
Barley,12.91,25.76,146,1,190
Corn,11.16,15.63,102,0,127
Rice,13.4,24.03,11,0,185
Wheat,16.08,30.51,126,0,122
Wheat,16.3,25.49,109,0,157
Corn,17.96,27.08,39,0,71
Barley,11.67,23.06,42,0,203
Rice,12.76,26.82,133,1,124
Corn,16.53,27.3,14,0,140
Barley,13.56,17.28,78,1,241
Barley,12.99,28.25,150,0,147
Rice,16.45,16.07,158,1,141
Wheat,13.84,28.5,37,0,194
Wheat,12.38,27.59,58,0,177
Wheat,16.16,19.53,80,0,156
Rice,11.71,24.26,22,1,213
Rice,13.99,24.34,5,0,178
Barley,15.35,21.86,108,1,195
Corn,11.55,26.46,159,0,87
Rice,17.42,22.4,43,0,141
Rice,13.0,15.29,78,0,157
Rice,17.09,27.87,169,0,94
Rice,17.01,28.99,18,0,116
Corn,15.66,23.82,136,1,139
Wheat,12.37,34.24,46,1,226
Barley,14.86,16.84,47,1,242
Wheat,12.2,18.96,134,1,200
Barley,11.74,20.09,52,1,245
Corn,14.66,21.96,5,1,200
Wheat,15.05,34.91,164,0,133
Rice,16.58,20.49,129,0,117
Barley,16.78,19.11,33,0,199
Barley,16.28,26.18,47,0,184
Corn,12.88,24.97,59,1,151
Wheat,16.73,28.81,144,1,139
Barley,14.72,26.13,62,1,203
Corn,15.22,30.87,106,1,115
Rice,15.76,34.12,101,0,79
Corn,14.21,28.86,63,1,162
Wheat,14.8,33.31,92,1,173
Corn,14.14,25.69,163,1,98
Rice,16.38,18.67,23,0,142
Barley,17.86,16.31,26,0,219
Barley,11.25,16.58,80,0,209
Corn,11.64,19.26,139,1,162
Corn,16.48,34.26,41,0,102
Corn,12.18,33.74,24,0,132
Corn,15.82,16.04,158,1,122
Wheat,11.26,23.11,63,0,187
Rice,11.69,22.41,16,0,208
Rice,12.05,24.31,30,0,158
Corn,11.67,15.57,122,0,123
Corn,16.19,30.12,118,1,126
Barley,12.15,32.59,63,0,179
Rice,13.57,22.73,16,1,220
Barley,15.92,20.73,44,1,239
Wheat,16.6,26.96,120,0,157
Rice,16.77,31.01,136,1,93
Barley,13.19,29.62,111,1,188
Rice,14.99,26.82,170,0,83
Wheat,16.18,17.74,116,0,138
Rice,15.79,24.29,74,0,128
Barley,16.99,34.04,20,0,193
Rice,14.88,28.96,109,0,146
Corn,17.26,33.27,133,1,42
Corn,14.65,16.2,11,1,200
Rice,17.46,32.92,62,0,101
Rice,14.93,20.43,20,0,169
Rice,11.92,21.8,98,0,141
Rice,17.71,28.78,66,0,107
Barley,15.84,31.77,53,0,196
Wheat,11.39,34.62,41,0,180
Corn,16.73,23.67,52,1,128
Wheat,12.08,34.87,99,0,152
Rice,15.62,30.06,12,0,142
Rice,16.34,18.79,17,0,175
Corn,18.0,33.31,48,0,66
Rice,14.2,16.95,139,0,145
Wheat,13.26,33.95,50,1,205
Corn,13.96,25.91,114,1,102
Wheat,17.93,20.28,29,0,190
Corn,12.18,18.7,46,1,195
Rice,17.52,34.67,119,0,77
Rice,13.35,17.66,19,1,197
Corn,17.1,31.94,117,1,38
Barley,12.1,31.31,151,0,162
Barley,13.69,34.45,110,1,192
Barley,15.35,22.55,43,1,229
Wheat,15.87,32.44,59,1,182
Corn,15.04,18.2,155,0,106
Wheat,14.98,33.98,16,0,187
Barley,12.04,32.86,49,0,161
Wheat,17.69,16.43,160,0,133
Wheat,17.15,19.45,168,1,137
Barley,12.2,27.98,124,0,158
Rice,11.16,30.16,144,0,94
Wheat,11.17,23.29,51,0,179
Wheat,11.52,22.08,105,0,203
Rice,14.84,34.15,105,1,99
Wheat,12.72,20.13,31,0,216
Corn,17.21,22.53,149,1,103
Corn,17.19,17.49,97,1,126
Rice,15.74,24.91,155,1,96
Corn,16.49,26.85,119,0,76
Rice,15.56,21.92,84,0,132
Wheat,12.81,18.66,29,1,250
Rice,15.25,24.32,46,1,182
Barley,12.91,33.59,140,0,131
Wheat,16.3,21.63,143,1,159
Corn,11.41,29.18,19,0,143
Wheat,16.4,26.92,52,1,190
Wheat,11.81,16.47,168,1,208
Rice,13.49,16.8,81,0,146
Rice,12.03,29.6,84,0,148
Wheat,12.63,26.64,63,1,226
Rice,15.92,30.19,92,1,131
Corn,14.38,19.01,153,0,130
Corn,13.95,22.96,145,0,89
Rice,15.65,24.02,21,1,183
Rice,17.67,19.95,87,1,146
Corn,13.61,21.16,175,0,82
Barley,16.87,34.05,145,0,125
Rice,15.73,33.25,137,0,91
Wheat,14.79,25.49,68,0,173
Wheat,14.54,17.09,74,1,219
Barley,13.97,17.05,129,1,248
Rice,12.37,33.18,145,0,107
Barley,11.51,30.8,142,0,154
Wheat,16.63,27.77,14,1,182
Corn,12.58,28.96,108,1,123
Corn,13.26,24.28,62,0,136
Wheat,17.2,22.22,56,0,169
Wheat,14.05,29.71,86,0,154
Wheat,12.81,27.26,59,0,172
Wheat,13.65,32.11,73,0,181
Wheat,17.58,24.32,50,0,185
Corn,12.44,20.13,108,0,99
Wheat,12.01,20.26,137,0,158
Wheat,13.17,26.36,131,1,190
Corn,12.86,15.69,173,0,78
Barley,15.22,17.28,48,1,232
Rice,11.57,15.88,97,1,193
Wheat,16.1,34.67,99,1,109
Wheat,16.65,29.57,78,0,139
Barley,15.8,25.74,5,1,251
Barley,12.68,28.95,103,1,204
Corn,16.47,16.15,154,0,86
Wheat,12.96,28.13,115,0,165
Wheat,12.69,23.95,104,1,233
Corn,17.73,27.84,145,1,69
Rice,12.96,18.19,54,0,191
Barley,13.34,26.67,51,0,216
Wheat,13.76,34.6,137,0,134
Barley,16.67,17.72,131,0,145
Wheat,11.35,26.15,49,1,232
Wheat,16.28,33.37,29,0,176
Rice,15.68,21.95,145,1,142
Rice,17.94,19.31,88,1,128
Barley,12.95,20.07,139,0,145
Rice,17.39,30.93,161,1,94
Wheat,12.72,31.55,169,0,122
Corn,13.0,28.95,114,0,112
Corn,12.59,32.08,41,0,112
Corn,12.87,16.27,44,1,200
Barley,14.45,25.72,79,1,217
Rice,14.43,24.74,40,1,220
Corn,15.91,34.19,93,1,82
Wheat,13.42,30.3,78,0,148
Wheat,12.39,23.52,95,0,170
Wheat,16.84,26.8,104,1,161
Rice,17.83,28.03,149,0,82
Rice,12.11,20.17,121,1,178
Wheat,16.7,16.67,32,1,223
Barley,16.48,34.74,142,1,125
Barley,11.82,21.14,165,0,157
Barley,16.08,34.63,36,0,183
Corn,15.62,18.73,70,1,162
Wheat,15.59,24.65,13,0,211
Rice,17.03,20.6,136,0,112
Wheat,15.57,33.36,39,1,187
Barley,12.47,32.65,20,0,228
Rice,16.01,28.75,33,0,163
Wheat,16.21,15.85,106,0,185
Corn,13.38,25.79,99,0,113
Barley,14.84,29.54,71,0,172
Wheat,11.56,20.63,159,0,145
Barley,12.4,23.54,12,0,243
Corn,11.6,34.56,113,0,60
Corn,14.43,33.9,175,1,64
Wheat,12.72,26.71,167,0,126
Corn,16.81,34.12,61,0,80
Barley,14.95,24.59,174,0,140
Corn,16.88,17.48,173,0,97
Wheat,14.07,22.34,95,1,210
Wheat,12.81,31.16,89,0,164
Barley,14.79,32.73,40,1,223
Corn,12.81,27.21,25,0,169
Rice,13.72,25.07,92,0,154
Corn,13.9,33.41,37,0,140
Rice,12.4,28.19,50,0,149
Rice,16.05,31.56,114,0,83
Corn,16.22,16.71,66,0,139
Wheat,11.73,19.99,72,0,215
Wheat,15.69,16.47,43,0,201
Rice,12.21,21.63,82,0,166
Wheat,15.78,33.92,71,0,149
Wheat,15.88,19.56,89,0,184
Wheat,17.92,29.88,103,0,125
Corn,17.58,32.52,162,0,0
Rice,16.97,15.35,73,0,152
Wheat,12.17,22.0,103,0,185
Barley,17.08,33.27,31,1,182
Corn,16.38,19.25,122,0,92
Barley,16.08,33.12,120,1,166
Corn,14.53,18.89,109,0,126
Rice,11.56,16.41,44,0,197
Barley,17.44,19.85,104,1,177
Corn,14.54,15.57,155,0,94
Rice,12.65,18.35,169,1,155
Rice,11.77,28.58,82,0,144
Rice,17.31,33.28,66,1,117
Corn,17.28,21.03,91,1,120
Barley,11.11,31.89,160,0,127
Corn,15.74,24.6,138,1,98
Wheat,17.87,19.01,112,0,172
Wheat,13.62,29.66,130,1,167
Corn,16.77,24.26,149,1,79
Wheat,12.76,19.99,33,0,211
Corn,16.32,15.77,59,1,162
Rice,14.91,30.51,70,0,142
Barley,13.05,28.51,61,0,197
Barley,15.19,30.93,60,1,187
Corn,11.25,23.53,64,1,188
Barley,12.53,31.59,57,0,217
Rice,12.04,15.91,69,0,181
Rice,13.65,20.68,10,0,158
Corn,11.92,17.79,13,1,200
Wheat,18.0,19.08,59,1,206
Wheat,13.47,25.58,163,0,149
Barley,14.3,16.81,65,0,235
Barley,15.22,26.17,178,0,124
Corn,17.43,16.18,123,0,93
Wheat,16.11,33.66,150,0,113
Corn,15.32,24.36,7,0,153
Barley,15.49,31.31,15,1,220
Barley,13.15,29.14,61,0,193
Rice,11.37,26.01,75,1,175
Rice,17.42,23.15,59,1,124
Barley,17.85,19.43,60,0,188
Wheat,12.44,30.95,127,0,118
Wheat,15.03,32.02,34,0,167
Rice,12.27,21.6,83,0,130
Wheat,14.32,29.66,133,0,129
Corn,13.22,31.22,177,1,77
Wheat,13.57,18.11,47,0,234
Wheat,16.23,22.5,126,1,179
Barley,11.72,31.93,91,0,184
Barley,15.8,23.63,94,1,199
Wheat,14.07,21.0,172,0,147
Barley,16.56,17.43,12,0,213
Rice,16.16,15.88,71,0,176
Barley,12.65,33.58,44,0,187
Rice,13.66,22.67,40,1,200
Rice,15.61,15.4,164,1,117
Wheat,15.82,33.17,93,1,160
Barley,12.56,33.04,145,1,174
Barley,12.55,24.84,99,0,198
Corn,14.84,25.12,153,0,72
Barley,16.28,15.47,170,1,168
Rice,12.28,20.31,170,0,120
Wheat,16.03,16.08,93,1,210
Barley,14.21,18.31,167,0,162
Barley,14.73,28.54,64,0,218
Wheat,14.05,25.33,60,0,174
Wheat,13.08,24.59,91,0,151
Rice,12.79,16.33,94,0,165
Corn,13.77,20.05,15,1,200
Wheat,17.12,16.88,122,0,157
Corn,17.04,23.04,174,1,92
Wheat,12.41,27.29,124,1,171
Wheat,14.79,26.32,110,0,170
Rice,12.57,20.09,118,0,123
Rice,12.25,18.65,35,0,198
Barley,16.15,19.55,176,1,152
Rice,17.32,22.05,69,1,135
Corn,13.09,27.31,7,0,142
Wheat,16.99,26.09,75,0,178
Wheat,16.82,29.07,168,0,85
Barley,11.42,17.72,55,0,229
Barley,11.31,15.71,79,0,203
Wheat,11.27,29.34,165,1,130
Wheat,11.54,21.2,170,1,159
Rice,15.86,30.06,156,0,72
Barley,11.37,26.0,78,0,185
Corn,17.86,21.01,91,1,121
Barley,13.02,30.19,111,1,184
Corn,14.28,19.56,73,0,159
Rice,14.94,19.48,157,1,136
Barley,12.46,20.35,62,1,247
Barley,11.76,34.1,152,0,159
Rice,15.59,30.69,77,0,151
Rice,15.03,33.54,122,0,81
Wheat,12.77,25.2,64,0,178
Rice,15.93,26.18,41,0,170
Barley,11.65,27.85,82,0,195
Corn,15.06,21.28,34,1,173
Rice,11.29,24.06,51,1,197
Corn,16.32,25.67,55,1,163
Rice,13.55,16.45,131,0,108
Wheat,15.61,30.17,98,1,201
Rice,13.02,21.55,10,0,200
Barley,17.82,19.16,29,1,218
Corn,12.37,27.11,80,0,95
Rice,16.3,23.91,8,1,217
Wheat,11.88,24.91,169,1,156
Barley,12.95,20.72,163,0,146
Wheat,15.65,18.89,58,0,209
Rice,15.54,23.66,29,0,174
Rice,17.24,27.86,115,0,93
Barley,11.43,18.4,5,0,238
Rice,17.74,22.13,166,1,79
Wheat,16.32,23.76,6,0,190
Wheat,15.62,27.81,79,0,140
Barley,15.12,29.45,87,0,171
Rice,12.24,15.51,51,1,220
Barley,17.88,21.96,39,1,230
Rice,16.68,29.49,27,1,157
Rice,17.71,24.64,114,1,121
Rice,17.63,34.64,88,0,68
Corn,14.38,26.48,119,0,119
Barley,11.78,27.43,136,1,190
Barley,15.36,34.85,42,1,202
Wheat,12.64,18.91,103,0,186
Barley,17.0,17.07,131,1,181
Corn,11.41,15.01,115,0,103
Barley,16.33,23.83,61,1,206
Barley,11.39,22.39,179,1,167
Wheat,12.72,31.99,143,1,147
Barley,15.38,32.66,174,1,143
Wheat,12.75,33.83,59,0,148
Wheat,16.53,20.58,137,0,163
Wheat,14.93,16.14,94,0,189
Wheat,16.51,16.54,124,1,197
Corn,12.99,23.9,106,1,137
Wheat,15.18,30.4,69,1,184
Rice,13.4,23.15,149,1,127
Corn,13.54,27.4,7,1,182
Barley,16.03,23.13,103,0,168
Rice,17.73,22.79,99,0,94
Barley,11.29,32.54,129,0,163
Rice,14.15,30.19,101,0,113
Rice,15.89,22.74,53,0,139
Corn,13.8,22.61,33,1,181
Wheat,12.32,23.41,34,1,236
Wheat,11.22,22.15,111,1,220
Barley,15.71,29.65,40,0,182
Barley,14.03,26.21,113,0,140
Rice,15.3,17.76,171,0,95
Rice,12.52,22.51,87,0,146
Rice,16.14,18.93,139,0,106
Rice,14.2,18.83,139,1,173
Wheat,12.95,21.36,178,0,112
Wheat,12.17,16.81,55,0,216
Corn,12.21,27.57,53,0,123
Wheat,13.61,32.75,7,1,219
Rice,17.27,32.71,126,1,76
Corn,12.18,32.13,69,1,142
Corn,11.22,20.2,170,1,114
Corn,13.81,32.06,121,1,113
Rice,16.53,24.82,145,1,146
Barley,14.85,27.04,139,1,171
Rice,14.08,24.41,93,1,149
Rice,16.61,33.51,162,1,82
Barley,15.04,17.56,5,1,260
Corn,15.77,27.51,126,0,89
Barley,13.33,21.63,78,1,194
Wheat,16.81,31.13,31,0,180
Barley,17.94,31.86,9,0,200
Corn,14.13,15.1,160,1,135
Barley,16.51,18.86,115,1,180
Corn,15.09,18.65,175,0,80
Barley,16.25,15.9,133,1,195
Rice,15.41,22.51,26,1,185
Wheat,13.79,22.63,161,0,156
Rice,12.98,21.01,149,1,146
Corn,17.94,21.12,59,0,104
Barley,13.21,23.63,30,1,258
Wheat,17.14,25.15,128,0,136
Corn,13.76,24.87,105,1,143
Wheat,12.39,19.75,18,1,250
Corn,16.56,23.47,50,0,132
Wheat,16.26,24.79,117,0,107
Corn,14.82,22.82,78,1,189
Corn,16.33,17.62,123,0,109
Barley,16.85,17.32,133,0,154
Corn,12.88,30.12,88,0,98
Wheat,14.79,22.74,54,0,175
Wheat,11.56,32.74,7,0,186
Corn,16.12,15.29,88,0,120
Rice,13.8,32.16,139,0,99
Wheat,12.62,15.67,38,0,178
Barley,14.28,25.8,11,0,215
Barley,12.9,16.1,61,0,207
Corn,11.25,20.23,160,0,107
Barley,15.46,28.59,46,0,206
Barley,16.67,18.04,129,0,183
Rice,11.4,15.44,143,0,151
Rice,12.45,18.44,124,0,148
Barley,15.93,15.25,12,0,205
Barley,16.49,21.12,65,1,211
Wheat,16.13,34.33,111,0,130
Barley,14.31,24.78,152,0,163
Barley,17.73,16.22,110,0,161
Corn,16.95,33.9,85,0,64
Corn,11.25,33.28,176,0,69
Corn,15.34,16.1,61,1,193
Wheat,15.12,17.1,134,1,176
Corn,11.08,18.75,18,0,174
Rice,13.16,18.71,50,0,183
Rice,16.05,16.1,84,0,138
Wheat,16.4,22.77,19,1,234
Rice,14.86,32.07,165,1,92
Corn,12.03,21.01,88,0,139
Rice,14.69,25.94,37,0,157
Corn,14.96,16.99,67,0,122
Rice,11.83,16.46,72,1,207
Rice,16.97,34.61,14,1,143
Corn,12.78,16.76,142,0,107
Corn,17.64,34.65,74,0,67
Rice,14.57,32.01,48,1,173
Rice,13.18,17.26,7,0,193
Barley,11.47,34.88,153,0,152
Barley,11.15,24.3,44,1,260
Barley,11.83,18.65,172,1,190
Barley,14.49,23.24,11,0,219
Corn,17.65,33.45,40,0,121
Rice,16.59,32.54,33,0,131
Wheat,11.37,22.94,55,1,235
Rice,17.83,31.48,170,0,74
Rice,13.51,25.22,162,0,103
Rice,12.24,21.41,78,0,145
Wheat,14.58,24.67,99,1,188
Corn,17.56,28.69,80,0,101
Corn,14.66,16.65,22,0,150
Wheat,11.53,16.36,130,0,148
Barley,16.84,21.38,142,1,174
Barley,14.5,22.0,24,0,219
Rice,13.2,31.7,176,1,83
Barley,13.66,16.47,133,1,218
Barley,14.51,17.05,79,0,200
Barley,12.59,33.98,144,0,144
Barley,11.35,30.05,166,0,156
Barley,16.59,15.3,41,1,223
Barley,17.95,26.99,38,0,179
Corn,15.9,26.41,119,0,115
Barley,14.47,29.26,63,1,187
Rice,13.21,31.97,119,1,115
Rice,15.61,19.32,34,1,196
Corn,16.8,22.4,121,1,103
Wheat,11.91,16.54,109,1,218
Rice,16.66,19.42,49,0,129
Barley,16.25,26.03,110,0,164
Barley,13.89,34.18,83,0,176
Barley,13.16,19.44,120,1,208
Wheat,16.11,22.97,49,1,208
Corn,11.08,34.25,159,1,94
Rice,11.66,22.67,108,1,165
Wheat,13.99,31.66,139,0,144
Barley,12.13,25.86,23,0,212
Barley,11.84,22.87,102,0,173
Wheat,13.84,16.59,65,1,250
Rice,13.73,18.89,38,1,209
Wheat,15.0,15.01,139,0,157
Rice,11.86,18.9,128,1,186
Wheat,12.68,18.27,173,1,195
Barley,17.82,29.23,37,0,143
Rice,17.07,16.03,79,0,151
Wheat,16.29,15.32,141,0,152
Barley,17.15,32.19,153,0,120
Corn,12.02,25.97,18,1,170
Barley,14.66,16.12,67,0,210
Corn,17.31,23.22,73,0,65
Corn,13.89,22.42,122,0,104
Barley,12.41,19.03,137,1,210
Rice,15.6,16.27,116,0,148
Corn,16.28,27.18,5,1,166
Corn,12.8,32.43,119,0,83
Rice,17.96,21.58,104,1,109
Rice,16.03,32.36,10,1,162
Wheat,14.47,24.65,82,0,178
Corn,14.28,22.59,168,1,113
Corn,14.13,22.34,93,0,101
Corn,12.95,24.67,179,1,110
Wheat,13.46,16.0,99,0,194
Barley,13.0,31.93,59,0,170
Wheat,12.62,16.45,35,0,228
Wheat,17.21,19.57,51,0,175
Rice,17.2,17.69,99,0,106
Corn,17.3,17.71,12,1,157
Rice,12.88,28.96,139,0,123
Barley,16.01,19.62,18,0,231
Rice,11.75,15.02,163,1,178
Barley,11.09,19.51,5,0,224
Wheat,13.58,20.31,30,0,201
Barley,15.71,24.32,40,1,219
Rice,16.37,20.43,141,0,96
Barley,12.64,28.31,76,1,224
Wheat,15.59,26.92,82,0,158
Barley,12.14,27.17,175,0,120
Corn,11.57,15.59,117,0,130
Rice,17.58,24.59,43,0,144
Barley,15.68,23.48,40,0,198
Wheat,15.92,33.4,95,1,166
Barley,15.31,26.2,84,0,151
Corn,16.46,16.94,16,1,179
Rice,12.93,21.25,159,1,132
Barley,14.82,23.72,77,1,230
Wheat,15.5,28.86,7,1,213
Wheat,16.57,19.48,31,1,203
Corn,15.76,20.12,128,0,95
Barley,14.94,30.58,147,0,118
Barley,14.63,33.99,38,0,179
Corn,13.5,25.39,40,0,135
Wheat,15.56,28.78,68,0,182
Rice,12.22,22.3,32,1,206
Rice,11.02,21.04,141,1,197
Corn,13.76,17.3,173,0,94
Wheat,12.25,20.2,22,1,250
Barley,17.81,29.83,56,1,164
Barley,14.37,27.2,84,0,193
Corn,15.28,16.78,88,1,129
Rice,12.36,21.97,41,0,200
Rice,12.02,34.29,148,0,83
Wheat,14.43,29.93,139,0,151
Barley,13.16,19.29,8,0,248
Wheat,15.69,33.76,44,0,160
Corn,16.29,20.91,7,1,173
Wheat,17.14,15.81,31,0,222
Wheat,17.46,27.14,66,0,133
Barley,17.1,17.77,29,0,200
Barley,15.9,33.79,74,1,190
Corn,14.78,19.37,7,0,159
Wheat,15.28,18.11,39,1,233
Wheat,15.69,15.25,49,0,200
Barley,15.5,34.59,111,1,160
Barley,13.82,30.72,9,0,231
Corn,11.34,20.16,150,0,77
Rice,13.62,26.23,172,0,76
Rice,14.55,24.74,32,0,153
Wheat,14.39,15.23,123,0,170
Barley,13.72,25.28,67,0,188
Rice,11.64,21.47,27,0,201
Barley,15.4,28.3,42,0,223
Barley,17.11,16.13,89,0,184
Barley,16.2,16.3,98,0,220
Rice,12.94,21.71,94,1,187
Barley,14.2,28.32,57,1,231
Corn,16.0,24.66,72,0,109
Wheat,17.65,25.87,166,0,86
Wheat,14.87,20.69,40,0,193
Corn,14.62,33.26,64,0,94
Corn,13.67,18.61,93,0,114
Corn,11.18,34.12,49,1,147
Corn,13.49,15.14,175,1,153
Wheat,11.1,24.13,110,1,182
Corn,17.32,31.65,40,0,124
Rice,17.58,32.39,20,0,133
Rice,16.37,29.75,67,0,136
Wheat,13.68,26.75,137,0,137
Rice,16.54,21.45,153,1,142
Rice,12.53,19.47,13,0,186
Corn,15.01,27.01,174,0,62
Corn,15.03,29.77,81,1,116
Wheat,15.3,23.27,64,1,179
Corn,14.46,15.03,123,1,181
Corn,13.16,15.98,160,1,155
Barley,15.37,30.83,17,0,225
Corn,11.19,23.92,160,0,49
